"id","deputat","tvo","fraction","source","winner","prediction_150","previous","factions_text","party_name","anketa_url","anketa_data","proposed","year","convocation","ever","X17"
18092,"Іщейкін Костянтин Євгенович",148,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.612090051174164,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18092","народився 11 вересня 1975 року в місті Полтаві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, декан факультету, завідувач кафедри внутрішніх хвороб та медицини невідкладних станів з дерматологією та венерологією, ВДНЗ України ""Українська медична стоматологічна академія"", безпартійний, проживає в місті Полтаві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
18129,"Река Андрій Олександрович",149,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,0,0.65647292137146,TRUE,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","http://itd.rada.gov.ua/mps/info/page/18129","народився 1 грудня 1953 року в селі Стовбина Долина Новосанжарського району Полтавської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Новосанжарський селищний голова, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в смт Нові Санжари Полтавської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
18043,"Вітко Артем Леонідович",149,"Член депутатської фракції Радикальної партії Олега Ляшка",NA,0,0.653616845607758,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18043","народився 31 сiчня 1983 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, командир, батальйон ""Луганськ-1"", безпартійний, проживає в місті Сєвєродонецьк Луганської області, судимість відсутня, включений до виборчого списку під № 7.","самовисування",2019,8,TRUE,NA
2301,"Жеваго Костянтин Валентинович",150,"Не входить до складу будь-якої фракції",NA,0,0.664173245429993,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/2301","народився 7 сiчня 1974 року в селищі Іультин Магаданської області, Росія, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18005,"Кривенко Віктор Миколайович",151,"Не входить до складу будь-якої фракції",NA,1,0.600880324840546,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18005","народився 9 сiчня 1982 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, викладач кафедри менеджменту та економіки, Національний університет фізичного виховання і спорту, безпартійний, проживає в селі Курилівка Петриківського району Дніпропетровської області, судимість відсутня, включений до виборчого списку під № 5.","самовисування",2019,8,TRUE,NA
15807,"Вознюк Юрій Володимирович",153,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,1,0.693690180778503,TRUE,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","http://itd.rada.gov.ua/mps/info/page/15807","народився 31 сiчня 1980 року в місті Луцьку Волинської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Рівному, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
6130,"Дехтярчук Олександр Володимирович",154,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.732539176940918,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/6130","народився 17 серпня 1971 року в селі Голичівка Корецького району Рівненської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Дубенська районна рада, безпартійний, проживає в місті Дубно Рівненської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
18151,"Яніцький Василь Петрович",155,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.747753620147705,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18151","народився 14 сiчня 1973 року в смт Зарічне Рівненської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, ЗАТ ""Юридична фірма ""Євротек"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
12003,"Медуниця Олег Вячеславович",157,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,1,0.845206022262573,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/12003","народився 27 липня 1971 року в місті Сумах, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Сумах, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
18139,"Сугоняко Олександр Леонідович",158,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.775690793991089,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18139","народився 8 сiчня 1958 року в місті Шостка Сумської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник, Головне управління юстиції у Сумській області, безпартійний, проживає в місті Сумах, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
2284,"Деркач Андрій Леонідович",159,"Не входить до складу будь-якої фракції",NA,1,0.856766998767853,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/2284","народився 19 серпня 1967 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15810,"Молоток Ігор Федорович",160,"Член депутатської групи ""Воля народу""",NA,1,0.886825740337372,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15810","народився 4 червня 1967 року в місті Шостка Сумської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Шостка Сумської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
NA,"Свирид Анатолій Олексійович",161,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.0999263748526573,FALSE,NA,NA,NA,NA,"самовисування",2019,NA,FALSE,NA
18117,"Люшняк Микола Володимирович",166,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.515744566917419,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18117","народився 8 лютого 1974 року в місті Бережани Тернопільської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""Золотники Агро"", безпартійний, проживає в селі Петриків Тернопільського району Тернопільської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
8838,"Писаренко Валерій Володимирович",168,"Член депутатської групи ""Партія ""Відродження""",NA,1,0.941110610961914,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/8838","народився 8 липня 1980 року в місті Нова Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова Комітету Верховної Ради України з питань правової політики, доцент кафедри конституційного права, Київський національний університет імені Тараса Шевченка, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
17995,"Грановський Олександр Михайлович",169,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.890805661678314,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/17995","народився 25 грудня 1979 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова ради директорів, компанія ""Ассофіт Холдінгс Лімітед"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 58.","самовисування",2019,8,TRUE,NA
18093,"Кірш Олександр Вікторович",169,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,0,0.815433144569397,TRUE,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","http://itd.rada.gov.ua/mps/info/page/18093","народився 24 вересня 1961 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Харкові, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
15814,"Мисик Володимир Юрійович",172,"Член депутатської групи ""Партія ""Відродження""",NA,1,0.924258470535278,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15814","народився 31 сiчня 1965 року в смт Кулиничі Харківського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова підкомітету з питань діяльності та організації органів прокуратури, державного захисту визначених законом осіб Комітету Верховної Ради України з питань законодавчого забезпечення правоохоронної діяльності, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15815,"Денисенко Анатолій Петрович",173,"Не входить до складу будь-якої фракції",NA,1,0.900009989738464,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15815","народився 10 березня 1971 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова підкомітету з питань приватизації (реприватизації) та націоналізації Комітету Верховної Ради України з питань економічної політики, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
5542,"Фельдман Олександр Борисович",174,"Член депутатської групи ""Воля народу""",NA,1,0.769876956939697,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/5542","народився 6 сiчня 1960 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова підкомітету з питань соціальних програм державного бюджету Комітету Верховної Ради України з питань бюджету, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
5606,"Гіршфельд Анатолій Мусійович",179,"Член депутатської групи ""Воля народу""",NA,1,0.787874281406403,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/5606","народився 7 серпня 1957 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, заступник голови Комітету Верховної Ради України з питань інформатизації та інформаційних технологій, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
3471,"Біловол Олександр Миколайович",180,"Член депутатської групи ""Партія ""Відродження""",NA,1,0.881753623485565,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/3471","народився 11 сiчня 1962 року в селі Мурафа Краснокутського району Харківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, заступник голови Комітету Верховної Ради України з питань охорони здоров’я, безпартійний, проживає в місті Харкові, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18138,"Сташук Віталій Филимонович",212,"Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ""",NA,1,0.770841717720032,TRUE,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","http://itd.rada.gov.ua/mps/info/page/18138","народився 15 жовтня 1972 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, благодійна організація ""Фонд підтримки муніципальних ініціатив"", член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",2019,8,TRUE,NA
18064,"Береза Борислав Юхимович",213,"Не входить до складу будь-якої фракції",NA,0,0.703883528709412,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18064","народився 13 червня 1974 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
11097,"Супруненко Олександр Іванович",216,"Член депутатської групи ""Воля народу""",NA,1,0.770841717720032,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/11097","народився 31 сiчня 1971 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Юридична фірма ""Правозахисник"", безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
5785,"Шипко Андрій Федорович",35,"Член депутатської групи ""Партія ""Відродження""","http://itd.rada.gov.ua/mps/info/page/5785",0,0.637971997261047,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/5785","народився 26 березня 1970 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Нікополь Дніпропетровської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
2308,"Развадовський Віктор Йосипович",67,"Член депутатської групи ""Партія ""Відродження""",NA,0,0.349597454071045,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/2308","народився 3 червня 1959 року в смт Дзержинськ Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18136,"Співаковський Олександр Володимирович",182,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.42591854929924,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18136","народився 28 березня 1957 року в місті Херсоні, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший проректор, Херсонський державний університет, член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Херсоні, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
18069,"Вінник Іван Юлійович",184,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.567159056663513,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/18069","народився 3 сiчня 1979 року в місті Нова Каховка Херсонської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в місті Нова Каховка Херсонської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
18147,"Хлань Сергій Володимирович",185,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.393600314855576,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18147","народився 29 червня 1972 року в місті Снігурівка Миколаївської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, приватне сільськогосподарське підприємство ""Деметра"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Каховка Херсонської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
15823,"Негой Федір Федорович",186,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,0,0.347205013036728,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15823","народився 9 березня 1958 року в місті Татарбунари Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Великі Копані Цюрупинського району Херсонської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
18161,"Мельник Сергій Іванович",187,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.818273603916168,TRUE,NA,"Політична партія Всеукраїнське об'єднання ""Батьківщина""","http://itd.rada.gov.ua/mps/info/page/18161","народився 22 лютого 1965 року в селі Моломолинці Хмельницького району Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Хмельницький міський голова, член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Хмельницькому, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15824,"Лабазюк Сергій Петрович",188,"Член депутатської групи ""Воля народу""",NA,1,0.801795125007629,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15824","народився 4 червня 1980 року в місті Волочиськ Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, перший заступник голови Комітету Верховної Ради України з питань аграрної політики та земельних відносин, безпартійний, проживає в місті Волочиськ Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
8473,"Шинькович Андрій Васильович",189,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.610672175884247,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/8473","народився 2 березня 1976 року в місті Вінниці, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, ТОВ ""Епіцентр К"", безпартійний, проживає в місті Вінниці, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
NA,"Яцков Борис Олександрович",189,"Член депутатської групи ""Партія ""Відродження""",NA,0,0.103844828903675,FALSE,NA,NA,NA,NA,"самовисування",2019,NA,FALSE,NA
18120,"Мацола Роман Миколайович",190,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.594764649868011,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/18120","народився 11 серпня 1974 року в селі Грушеве Тячівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Олмар"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Львові, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
15826,"Бондар Віктор Васильович",191,"Співголова депутатської групи ""Партія ""Відродження""",NA,1,0.584212064743042,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15826","народився 5 листопада 1975 року в місті Ленінград, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Дашківці Віньковецького району Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15827,"Герега Олександр Володимирович",192,"Не входить до складу будь-якої фракції",NA,1,0.74315083026886,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15827","народився 27 червня 1967 року в місті Городок Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Городок Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15828,"Мельниченко Володимир Володимирович",193,"Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА""",NA,1,0.654771745204926,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15828","народився 1 лютого 1965 року в місті Кам'янець-Подільський Хмельницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Кам’янець-Подільський Хмельницької області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
15829,"Бобов Геннадій Борисович",196,"Член депутатської групи ""Партія ""Відродження""",NA,1,0.77345883846283,TRUE,NA,"Безпартійний","http://itd.rada.gov.ua/mps/info/page/15829","народився 15 листопада 1965 року в місті Васильків Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Селище Корсунь-Шевченківського району Черкаської області, судимість відсутня, самовисування.","самовисування",2019,8,TRUE,NA
8238,"Голуб Владислав Володимирович",197,"Не входить до складу будь-якої фракції",NA,1,0.712386310100555,TRUE,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","http://itd.rada.gov.ua/mps/info/page/8238","народився 22 квiтня 1983 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, громадська організація ""Форум розвитку Черкащини"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",2019,8,TRUE,NA
