"id","deputat","tvo","winner","factions_text","party_name","anketa_data","proposed","prediction_150","year","convocation","previous","ever","anketa_url","fraction"
17949,"Береза Юрій Миколайович",24,0,NA,"Безпартійний","народився 8 лютого 1970 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, командир, батальйон патрульної служби міліції особливого призначення ""Дніпро-1"" Головного управління Міністерства внутрішніх справ України у Дніпропетровській області, безпартійний, проживає в місті Дніпропетровську, судимість відсутня, включений до виборчого списку під № 10.","самовисування",0.453163146972656,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/17949","Заступник голови депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
13646,"Курячий Максим Павлович",25,1,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","народився 8 листопада 1979 року в місті Павлоград Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Дніпропетровську, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.779533326625824,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/13646",NA
18110,"Куліченко Іван Іванович",28,0,NA,"Безпартійний","народився 7 липня 1955 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Дніпропетровський міський голова, безпартійний, проживає в місті Дніпропетровську, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.437309265136719,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18110","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18087,"Дубінін Олександр Іванович",30,0,NA,"Безпартійний","народився 16 травня 1959 року в місті Дніпродзержинськ Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, ПАТ ""ДНІПРОАЗОТ"", безпартійний, проживає в селищі Сонячне Запорізького району Запорізької області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.576047837734222,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18087",NA
15741,"Павлов Костянтин Юрійович",31,1,NA,"Безпартійний","народився 12 сiчня 1973 року в місті Кривий Ріг Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Кривий Ріг Дніпропетровської області, судимість відсутня, самовисування.","самовисування",0.468912899494171,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15741","Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
18071,"Гальченко Андрій Володимирович",32,1,NA,"Безпартійний","народився 13 липня 1971 року в місті Кривий Ріг Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник Криворізького міського голови, безпартійний, проживає в місті Кривий Ріг Дніпропетровської області, судимість відсутня, самовисування.","самовисування",0.478142470121384,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18071","Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
18108,"Кришин Олег Юрійович",34,1,NA,"Безпартійний","народився 27 листопада 1967 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова наглядової ради, ТОВ ""Вільногірське скло"", безпартійний, проживає в місті Дніпропетровську, судимість відсутня, самовисування.","самовисування",0.716630220413208,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18108","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
5785,"Шипко Андрій Федорович",35,0,NA,"Безпартійний","народився 26 березня 1970 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Нікополь Дніпропетровської області, судимість відсутня, самовисування.","самовисування",0.637971997261047,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/5785","Член депутатської групи ""Партія ""Відродження"""
15744,"Мартовицький Артур Володимирович",36,0,NA,"Безпартійний","народився 16 червня 1964 року в місті Макіївка Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Павлоград Дніпропетровської області, судимість відсутня, самовисування.","самовисування",0.657330334186554,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15744","Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
11096,"Шпенов Дмитро Юрійович",37,1,NA,"Безпартійний","народився 20 грудня 1978 року в місті Харкові, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, заступник голови Комітету Верховної Ради України з питань верховенства права та правосуддя, безпартійний, проживає в місті Кривий Ріг Дніпропетровської області, судимість відсутня, самовисування.","самовисування",0.673990249633789,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/11096","Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
18123,"Нестеренко Вадим Григорович",38,1,NA,"Безпартійний","народився 5 грудня 1970 року в місті Дніпропетровську, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Орільський об’єднаний елеватор"", безпартійний, проживає в селі Миколаївка Новомосковського району Дніпропетровської області, судимість відсутня, самовисування.","самовисування",0.637971997261047,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18123","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18039,"Мельничук Сергій Петрович",38,0,NA,"Безпартійний","народився 26 сiчня 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, проходить військову службу за призовом під час мобілізації, командир, 24-й батальйон територіальної оборони ""Айдар"", безпартійний, проживає в місті Вінниці, судимість відсутня, включений до виборчого списку під № 3.","самовисування",0.424568951129913,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18039",NA
NA,"Гайворонський Анатолій Іванович",38,0,NA,NA,NA,"самовисування",0.133808329701424,2019,NA,FALSE,FALSE,NA,NA
18083,"Дідич Валентин Володимирович",40,0,NA,"Безпартійний","народився 11 жовтня 1957 року в селі Завадівка Володарського району Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Криничанська районна державна адміністрація, безпартійний, проживає в селі Чернече Криничанського району Дніпропетровської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.654616594314575,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18083",NA
17953,"Матейченко Костянтин Володимирович",46,1,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 17 грудня 1970 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Артемівська районна державна адміністрація, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в селі Покровське Артемівського району Донецької області, судимість відсутня, включений до виборчого списку під № 26.","самовисування",0.805234551429749,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/17953","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
18122,"Недава Олег Анатолійович",47,1,NA,"Безпартійний","народився 26 жовтня 1969 року в місті Макіївка Червоногвардійського району Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор із зовнішньоекономічної діяльності, ТОВ ""Карпатибудінвест"", безпартійний, проживає в місті Єнакієве Донецької області, судимість відсутня, самовисування.","самовисування",0.776038765907288,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18122",NA
18090,"Єфімов Максим Вікторович",48,1,NA,"Безпартійний","народився 1 листопада 1974 року в місті Петропавловськ Північно-Казахстанської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ВАТ ""ЕМСС"", безпартійний, проживає в місті Краматорськ Донецької області, судимість відсутня, самовисування.","самовисування",0.8330078125,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18090","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18133,"Сажко Сергій Миколайович",59,1,NA,"Безпартійний","народився 19 липня 1969 року в селі Ганнівка Мар’їнського району Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Курахівський міський голова, безпартійний, проживає в місті Курахове Мар’їнського району Донецької області, судимість відсутня, самовисування.","самовисування",0.776038765907288,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18133","Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
18116,"Лубінець Дмитро Валерійович",60,1,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","народився 4 липня 1981 року в місті Волноваха Донецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, юрист, КФГ ""Практика"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Волноваха Донецької області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.861005961894989,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18116",NA
18131,"Розенблат Борислав Соломонович",62,0,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","народився 25 травня 1969 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови правління, ПрАТ ""Фаворит компані"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Житомирі, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.452597081661224,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18131",NA
18414,"Ревега Олександр Васильович",63,1,NA,"Безпартійний","народився 22 серпня 1966 року в селі Городківка Крижопільського району Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ОРавтобуд"", безпартійний, проживає в смт Гришківці Бердичівського району Житомирської області, судимість відсутня, самовисування.","самовисування",0.500106990337372,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18414","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18058,"Арешонков Володимир Юрійович",64,1,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","народився 17 грудня 1957 року в місті Коростень Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Житомирська обласна рада, член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Коростень Житомирської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.42849737405777,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18058","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
8696,"Пашинський Сергій Володимирович",64,0,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 14 жовтня 1966 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 12.","самовисування",0.319940984249115,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/8696","Заступник голови депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
5470,"Литвин Володимир Михайлович",65,0,NA,"Народна Партія","народився 28 квiтня 1956 року в селі Слобода Романівська Новоград-Волинського району Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова Комітету Верховної Ради України з питань національної безпеки і оборони, член Народної Партії, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",0.361967980861664,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/5470",NA
18082,"Дзюблик Павло Володимирович",66,1,NA,"Безпартійний","народився 18 вересня 1979 року в смт Черняхів Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, Черняхівська районна державна адміністрація, безпартійний, проживає в смт Черняхів Житомирської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",0.613179981708527,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18082","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
2308,"Развадовський Віктор Йосипович",67,0,NA,"Безпартійний","народився 3 червня 1959 року в смт Дзержинськ Житомирської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",0.349597454071045,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/2308","Член депутатської групи ""Партія ""Відродження"""
18075,"Горват Роберт Іванович",68,1,NA,"Безпартійний","народився 17 лютого 1969 року в селі Тур'ї Ремети Перечинського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""Нова справа Ужгород"", директор, ТОВ ""А.В.П."", директор, ТОВ ""Дастор-Ужгород"", безпартійний, проживає в селі Тур'ї Ремети Перечинського району Закарпатської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.883421838283539,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18075","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18218,"Чижмарь Юрій Васильович",68,0,NA,"Безпартійний","народився 27 жовтня 1974 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, безпартійний, проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 25.","самовисування",0.683189988136292,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18218","Член депутатської фракції Радикальної партії Олега Ляшка"
15662,"Лунченко Валерій Валерійович",71,0,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 13 жовтня 1982 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Хуст Закарпатської області, судимість відсутня, включений до виборчого списку під № 19.","самовисування",0.673183560371399,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15662","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
11131,"Петьовка Василь Васильович",72,1,NA,"Політична партія Єдиний Центр","народився 30 сiчня 1967 року в селі Завидово Мукачівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член політичної партії Єдиний Центр, проживає в місті Мукачеве Закарпатської області, судимість відсутня, самовисування.","самовисування",0.868420958518982,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/11131","Член депутатської групи ""Воля народу"""
17998,"Брензович Василь Іванович",73,1,NA,"Безпартійний","народився 25 квiтня 1964 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, перший заступник голови, Закарпатська обласна рада, безпартійний, проживає в селі Запсонь Берегівського району Закарпатської області, судимість відсутня, включений до виборчого списку під № 62.","самовисування",0.829871654510498,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/17998","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
5582,"Сабашук Петро Павлович",74,1,NA,"Безпартійний","народився 13 липня 1957 року в селі Селище Літинського району Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ПАТ ""Рассвет"", безпартійний, проживає в місті Запоріжжі, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.789928793907166,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/5582","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
8725,"Богуслаєв Вячеслав Олександрович",77,0,NA,"Безпартійний","народився 28 жовтня 1938 року в місті Уральськ, Казахстан, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селищі Сонячне Запорізького району Запорізької області, судимість відсутня, самовисування.","самовисування",0.725054264068604,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/8725","Член депутатської групи ""Воля народу"""
15762,"Балицький Євген Віталійович",80,0,NA,"Безпартійний","народився 10 грудня 1969 року в місті Мелітополь Запорізької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Мелітополь Запорізької області, судимість відсутня, самовисування.","самовисування",0.686099708080292,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15762","Член депутатської фракції Політичної партії ""Опозиційний блок"" у Верховній Раді України восьмого скликання"
18107,"Кривохатько Вадим Вікторович",82,1,NA,"Безпартійний","народився 7 сiчня 1962 року в селі Катеринівка Щорського району Дніпропетровської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, старший юрист, фермерське господарство ""Кривохатько В.В."", директор, ТОВ ""Райцентр"", безпартійний, проживає в селищі Кам’яне Вільнянського району Запорізької області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.799671590328217,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18107",NA
17650,"Шевченко Олександр Леонідович",83,1,NA,"Безпартійний","народився 8 квiтня 1971 року в місті Коломия Івано-Франківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в селі Поляниця міста Яремче Івано-Франківської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.762937664985657,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/17650",NA
20104,"Шевченко Віктор Леонідович",85,1,NA,"ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ'ЄДНАННЯ ПАТРІОТІВ – УКРОП""","народився 4 грудня 1980 року в місті Коломия Івано-Франківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Бугіль"", член ПОЛІТИЧНОЇ ПАРТІЇ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"", проживає в місті Івано-Франківську, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""УКРАЇНСЬКЕ ОБ’ЄДНАННЯ ПАТРІОТІВ – УКРОП"".","самовисування",0.561473786830902,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/20104",NA
2370,"Насалик Ігор Степанович",85,0,NA,"Безпартійний","народився 25 листопада 1962 року в місті Олександрія Кіровоградська області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Калуський міський голова, безпартійний, проживає в місті Києві, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.420433938503265,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/2370",NA
15767,"Дирів Анатолій Борисович",86,1,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 1 лютого 1970 року в селищі Брошнів Рожнятівського району Івано-Франківської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в смт Брошнів-Осада Рожнятівського району Івано-Франківської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",0.762937664985657,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15767","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
15654,"Іванчук Андрій Володимирович",88,1,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 16 червня 1973 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, голова Комітету Верховної Ради України з питань економічної політики, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в селі Іванковичі Васильківського району Київської області, судимість відсутня, включений до виборчого списку під № 16.","самовисування",0.624460458755493,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15654","Заступник голови депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
18141,"Тимошенко Юрій Володимирович",88,0,NA,"Безпартійний","народився 3 квiтня 1961 року в селі Дивне Апанасенковського району Ставропольського краю, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в місті Коломия Івано-Франківської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",0.326749950647354,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18141",NA
15769,"Сольвар Руслан Миколайович",91,1,NA,"Безпартійний","народився 12 травня 1971 року в смт Піщанка Вінницької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Фастів Київської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.864038169384003,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15769","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
18077,"Гудзенко Віталій Іванович",92,1,NA,"Безпартійний","народився 15 липня 1971 року в селі Іванівка Білоцерківського району Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова правління, ТОВ ""Фермерський комплекс ""Агро-Лідер-Україна"", безпартійний, проживає в селі Іванівка Білоцерківського району Київської області, судимість відсутня, суб’єкт висування – ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА"".","самовисування",0.864038169384003,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18077","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
17974,"Мамчур Юлій Валерійович",93,1,NA,"Безпартійний","народився 15 серпня 1971 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, командир, військова частина, безпартійний, проживає в місті Миколаєві, судимість відсутня, включений до виборчого списку під № 6.","самовисування",0.76437920331955,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/17974","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15901,"Кривошея Геннадій Григорович",93,0,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 2 липня 1977 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 69.","самовисування",0.750808775424957,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15901","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
18132,"Романюк Віктор Миколайович",94,1,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 28 серпня 1975 року в селі Зірне Березнівського району Рівненської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Васильків Київської області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",0.811291396617889,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18132","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
17981,"Кононенко Ігор Віталійович",94,0,NA,"ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""","народився 21 серпня 1965 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова спостережної ради, ВАТ СК ""Країна"", голова наглядової ради, ПАТ ""ЗНКІФ ""ВІК"", член ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"", проживає в місті Києві, судимість відсутня, включений до виборчого списку під № 29.","самовисування",0.810578346252441,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/17981",NA
18045,"Мосійчук Ігор Володимирович",94,0,NA,"Фракція Радикальної партії Олега Ляшка","народився 5 травня 1972 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, керівник, Центр інформаційної та соціальної правової підтримки учасників АТО, член Радикальної Партії Олега Ляшка, проживає в місті Васильків Київської області, судимість відсутня, включений до виборчого списку під № 9.","самовисування",0.76437920331955,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18045","Член депутатської фракції Радикальної партії Олега Ляшка"
18070,"Гаврилюк Михайло Віталійович",95,1,NA,"Безпартійний","народився 15 серпня 1979 року в селі Ярівка Хотинського району Чернівецької області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, міліціонер, батальйон патрульної служби міліції особливого призначення ""Золоті Ворота"", безпартійний, проживає в селі Ярівка Хотинського району Чернівецької області, судимість відсутня, суб’єкт висування – Політична партія ""НАРОДНИЙ ФРОНТ"".","самовисування",0.882234275341034,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/18070","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
19058,"Немировський Андрій Валентинович",95,0,NA,"Безпартійний","народився 23 вересня 1983 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, експерт з мототранспорту, ПП ""Мостова"", безпартійний, проживає в місті Дніпропетровську, судимість відсутня, включений до виборчого списку під № 33.","самовисування",0.71097195148468,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/19058","Член депутатської фракції ПАРТІЇ ""БЛОК ПЕТРА ПОРОШЕНКА"""
15773,"Москаленко Ярослав Миколайович",96,1,NA,"Безпартійний","народився 28 квiтня 1975 року в селі Лютіж Вишгородського району Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, заступник голови Комітету Верховної Ради України з питань економічної політики, безпартійний, проживає в селі Лютіж Вишгородського району Київської області, судимість відсутня, самовисування.","самовисування",0.811291396617889,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/15773","Голова депутатської групи ""Воля народу"""
8827,"Міщенко Сергій Григорович",98,1,NA,"Безпартійний","народився 13 серпня 1971 року в місті Бориспіль Київської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Києві, судимість відсутня, самовисування.","самовисування",0.864038169384003,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/8827",NA
17962,"Горбунов Олександр Володимирович",99,0,NA,"Політична партія ""НАРОДНИЙ ФРОНТ""","народився 13 лютого 1969 року, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, комерційний директор, ТОВ ФІРМА ""СД ЛТД"", член Політичної партії ""НАРОДНИЙ ФРОНТ"", проживає в місті Кіровограді, судимість відсутня, включений до виборчого списку під № 41.","самовисування",0.821977138519287,2019,8,TRUE,TRUE,"http://itd.rada.gov.ua/mps/info/page/17962","Член депутатської фракції Політичної партії ""НАРОДНИЙ ФРОНТ"""
